"Lemma","URL","Wortart","Genus","Artikel","nur_im_Plural"
"Pullover","https://www.dwds.de/wb/Pullover","Substantiv","mask.","der","0"
"putzen","https://www.dwds.de/wb/putzen","Verb","","","0"
"Qualität","https://www.dwds.de/wb/Qualit%C3%A4t","Substantiv","fem.","die","0"
"Quiz","https://www.dwds.de/wb/Quiz","Substantiv","neutr.","das","0"
"Rad","https://www.dwds.de/wb/Rad","Substantiv","neutr.","das","0"
"Radio","https://www.dwds.de/wb/Radio","Substantiv","neutr., mask.","das","0"
"raten","https://www.dwds.de/wb/raten#1","Verb","","","0"
"raten","https://www.dwds.de/wb/raten#2","Verb","","","0"
"Rathaus","https://www.dwds.de/wb/Rathaus","Substantiv","neutr.","das","0"
"raus","https://www.dwds.de/wb/raus","Adverb","","","0"
"rechnen","https://www.dwds.de/wb/rechnen","Verb","","","0"
"recht","https://www.dwds.de/wb/recht#2","Adjektiv","","","0"
"reden","https://www.dwds.de/wb/reden","Verb","","","0"
"reich","https://www.dwds.de/wb/reich","Adjektiv","","","0"
"Reifen","https://www.dwds.de/wb/Reifen","Substantiv","mask.","der","0"
"Reihe","https://www.dwds.de/wb/Reihe","Substantiv","fem.","die","0"
"rein","https://www.dwds.de/wb/rein#2","Adverb","","","0"
"Reinigung","https://www.dwds.de/wb/Reinigung","Substantiv","fem.","die","0"
"reiten","https://www.dwds.de/wb/reiten","Verb","","","0"
"renovieren","https://www.dwds.de/wb/renovieren","Verb","","","0"
"Rentner","https://www.dwds.de/wb/Rentner","Substantiv","mask.","der","0"
"Rentnerin","https://www.dwds.de/wb/Rentnerin","Substantiv","fem.","die","0"
"reservieren","https://www.dwds.de/wb/reservieren","Verb","","","0"
"Rest","https://www.dwds.de/wb/Rest","Substantiv","mask.","der","0"
"Rezept","https://www.dwds.de/wb/Rezept","Substantiv","neutr.","das","0"
"Rind","https://www.dwds.de/wb/Rind","Substantiv","neutr.","das","0"
"Ring","https://www.dwds.de/wb/Ring","Substantiv","mask.","der","0"
"Rock","https://www.dwds.de/wb/Rock#1","Substantiv","mask.","der","0"
"romantisch","https://www.dwds.de/wb/romantisch","Adjektiv","","","0"
"Rose","https://www.dwds.de/wb/Rose","Substantiv","fem.","die","0"
"Rucksack","https://www.dwds.de/wb/Rucksack","Substantiv","mask.","der","0"
"rufen","https://www.dwds.de/wb/rufen","Verb","","","0"
"Ruhe","https://www.dwds.de/wb/Ruhe","Substantiv","fem.","die","0"
"rund","https://www.dwds.de/wb/rund","Adjektiv","","","0"
"Rundgang","https://www.dwds.de/wb/Rundgang","Substantiv","mask.","der","0"
"Rätsel","https://www.dwds.de/wb/R%C3%A4tsel","Substantiv","neutr.","das","0"
"Rücken","https://www.dwds.de/wb/R%C3%BCcken#1","Substantiv","mask.","der","0"
"Sache","https://www.dwds.de/wb/Sache","Substantiv","fem.","die","0"
"sammeln","https://www.dwds.de/wb/sammeln","Verb","","","0"
"sauber","https://www.dwds.de/wb/sauber","Adjektiv","","","0"
"sauer","https://www.dwds.de/wb/sauer","Adjektiv","","","0"
"schade","https://www.dwds.de/wb/schade","Adjektiv","","","0"
"schaffen","https://www.dwds.de/wb/schaffen","Verb","","","0"
"scharf","https://www.dwds.de/wb/scharf","Adjektiv","","","0"
"schenken","https://www.dwds.de/wb/schenken","Verb","","","0"
"Schere","https://www.dwds.de/wb/Schere","Substantiv","fem.","die","0"
"Schiff","https://www.dwds.de/wb/Schiff","Substantiv","neutr.","das","0"
"schimpfen","https://www.dwds.de/wb/schimpfen","Verb","","","0"
"Schirm","https://www.dwds.de/wb/Schirm","Substantiv","mask.","der","0"
"Schlafzimmer","https://www.dwds.de/wb/Schlafzimmer","Substantiv","neutr.","das","0"
"schlimm","https://www.dwds.de/wb/schlimm","Adjektiv","","","0"
"Schloss","https://www.dwds.de/wb/Schloss#1","Substantiv","neutr.","das","0"
"Schloss","https://www.dwds.de/wb/Schloss#2","Substantiv","neutr.","das","0"
"Schmerz","https://www.dwds.de/wb/Schmerz","Substantiv","mask.","der","0"
"schmutzig","https://www.dwds.de/wb/schmutzig","Adjektiv","","","0"
"Schnee","https://www.dwds.de/wb/Schnee","Substantiv","mask.","der","0"
"schneiden","https://www.dwds.de/wb/schneiden","Verb","","","0"
"schneien","https://www.dwds.de/wb/schneien","Verb","","","0"
"Schokolade","https://www.dwds.de/wb/Schokolade","Substantiv","fem.","die","0"
"schrecklich","https://www.dwds.de/wb/schrecklich","Adjektiv","","","0"
"schriftlich","https://www.dwds.de/wb/schriftlich","Adjektiv","","","0"
"schwach","https://www.dwds.de/wb/schwach","Adjektiv","","","0"
"schwanger","https://www.dwds.de/wb/schwanger","Adjektiv","","","0"
"Schwein","https://www.dwds.de/wb/Schwein","Substantiv","neutr.","das","0"
"schwierig","https://www.dwds.de/wb/schwierig","Adjektiv","","","0"
"schädlich","https://www.dwds.de/wb/sch%C3%A4dlich","Adjektiv","","","0"
"Schülerin","https://www.dwds.de/wb/Sch%C3%BClerin","Substantiv","fem.","die","0"
"Seife","https://www.dwds.de/wb/Seife#1","Substantiv","fem.","die","0"
"Seite","https://www.dwds.de/wb/Seite","Substantiv","fem.","die","0"
"selbst","https://www.dwds.de/wb/selbst#1","Pronomen","","","0"
"Sendung","https://www.dwds.de/wb/Sendung","Substantiv","fem.","die","0"
"Service","https://www.dwds.de/wb/Service#2","Substantiv","mask., neutr.","der","0"
"setzen","https://www.dwds.de/wb/setzen","Verb","","","0"
"singen","https://www.dwds.de/wb/singen","Verb","","","0"
"Situation","https://www.dwds.de/wb/Situation","Substantiv","fem.","die","0"
"sogar","https://www.dwds.de/wb/sogar","Adverb","","","0"
"sonnig","https://www.dwds.de/wb/sonnig","Adjektiv","","","0"
"sonst","https://www.dwds.de/wb/sonst","Adverb","","","0"
"spannend","https://www.dwds.de/wb/spannend","partizipiales Adjektiv","","","0"
"sparen","https://www.dwds.de/wb/sparen","Verb","","","0"
"Spass","https://www.dwds.de/wb/Spass","Substantiv","mask.","der","0"
"spazieren","https://www.dwds.de/wb/spazieren","Verb","","","0"
"Spaziergang","https://www.dwds.de/wb/Spaziergang","Substantiv","mask.","der","0"
"Spaß","https://www.dwds.de/wb/Spa%C3%9F","Substantiv","mask.","der","0"
"Spiel","https://www.dwds.de/wb/Spiel","Substantiv","neutr.","das","0"
"sportlich","https://www.dwds.de/wb/sportlich","Adjektiv","","","0"
"Sportplatz","https://www.dwds.de/wb/Sportplatz","Substantiv","mask.","der","0"
"Sprechstunde","https://www.dwds.de/wb/Sprechstunde","Substantiv","fem.","die","0"
"Stadtplan","https://www.dwds.de/wb/Stadtplan","Substantiv","mask.","der","0"
"Star","https://www.dwds.de/wb/Star#3","Substantiv","mask.","der","0"
"stark","https://www.dwds.de/wb/stark","Adjektiv","","","0"
"stattfinden","https://www.dwds.de/wb/stattfinden","Verb","","","0"
"sterben","https://www.dwds.de/wb/sterben","Verb","","","0"
"Stiefel","https://www.dwds.de/wb/Stiefel","Substantiv","mask.","der","0"
"Stift","https://www.dwds.de/wb/Stift#1","Substantiv","mask.","der","0"
"Stipendium","https://www.dwds.de/wb/Stipendium","Substantiv","neutr.","das","0"
"Stockwerk","https://www.dwds.de/wb/Stockwerk","Substantiv","neutr.","das","0"
"Strand","https://www.dwds.de/wb/Strand","Substantiv","mask.","der","0"
"streiten","https://www.dwds.de/wb/streiten","Verb","","","0"
"streng","https://www.dwds.de/wb/streng","Adjektiv","","","0"
"Stress","https://www.dwds.de/wb/Stress","Substantiv","mask.","der","0"
"stressig","https://www.dwds.de/wb/stressig","Adjektiv","","","0"
"Studentin","https://www.dwds.de/wb/Studentin","Substantiv","fem.","die","0"
"Stuhl","https://www.dwds.de/wb/Stuhl#1","Substantiv","mask.","der","0"
"stören","https://www.dwds.de/wb/st%C3%B6ren","Verb","","","0"
"Stück","https://www.dwds.de/wb/St%C3%BCck","Substantiv","neutr.","das","0"
"super","https://www.dwds.de/wb/super","Adjektiv","","","0"
"Supermarkt","https://www.dwds.de/wb/Supermarkt","Substantiv","mask.","der","0"
"Suppe","https://www.dwds.de/wb/Suppe","Substantiv","fem.","die","0"
"surfen","https://www.dwds.de/wb/surfen","Verb","","","0"
"sympathisch","https://www.dwds.de/wb/sympathisch","Adjektiv","","","0"
"süß","https://www.dwds.de/wb/s%C3%BC%C3%9F","Adjektiv","","","0"
"Süßigkeit","https://www.dwds.de/wb/S%C3%BC%C3%9Figkeit","Substantiv","fem.","die","0"
"T-Shirt","https://www.dwds.de/wb/T-Shirt","Substantiv","neutr.","das","0"
"Tablet","https://www.dwds.de/wb/Tablet","Substantiv","neutr., mask.","das, der","0"
"Tablette","https://www.dwds.de/wb/Tablette","Substantiv","fem.","die","0"
"Tafel","https://www.dwds.de/wb/Tafel","Substantiv","fem.","die","0"
"Taschengeld","https://www.dwds.de/wb/Taschengeld","Substantiv","neutr.","das","0"
"Tasse","https://www.dwds.de/wb/Tasse","Substantiv","fem.","die","0"
"tauschen","https://www.dwds.de/wb/tauschen","Verb","","","0"
"Team","https://www.dwds.de/wb/Team","Substantiv","neutr.","das","0"
"teilen","https://www.dwds.de/wb/teilen","Verb","","","0"
"teilnehmen","https://www.dwds.de/wb/teilnehmen","Verb","","","0"
"Teller","https://www.dwds.de/wb/Teller","Substantiv","mask.","der","0"
"Tennis","https://www.dwds.de/wb/Tennis","Substantiv","neutr.","das","0"
"Theater","https://www.dwds.de/wb/Theater","Substantiv","neutr.","das","0"
"tief","https://www.dwds.de/wb/tief","Adjektiv","","","0"
"Tier","https://www.dwds.de/wb/Tier","Substantiv","neutr.","das","0"
"Tipp","https://www.dwds.de/wb/Tipp#1","Substantiv","mask.","der","0"
"Titel","https://www.dwds.de/wb/Titel","Substantiv","mask.","der","0"
"toll","https://www.dwds.de/wb/toll","Adjektiv","","","0"
"Topf","https://www.dwds.de/wb/Topf","Substantiv","mask.","der","0"
"Torte","https://www.dwds.de/wb/Torte","Substantiv","fem.","die","0"
"total","https://www.dwds.de/wb/total","Adjektiv","","","0"
"Tour","https://www.dwds.de/wb/Tour","Substantiv","fem.","die","0"
"Tourist","https://www.dwds.de/wb/Tourist","Substantiv","mask.","der","0"
"Touristin","https://www.dwds.de/wb/Touristin","Substantiv","fem.","die","0"
"tragen","https://www.dwds.de/wb/tragen","Verb","","","0"
"trainieren","https://www.dwds.de/wb/trainieren","Verb","","","0"
"Training","https://www.dwds.de/wb/Training","Substantiv","neutr.","das","0"
"Traum","https://www.dwds.de/wb/Traum","Substantiv","mask.","der","0"
"traurig","https://www.dwds.de/wb/traurig","Adjektiv","","","0"
"trocken","https://www.dwds.de/wb/trocken","Adjektiv","","","0"
"träumen","https://www.dwds.de/wb/tr%C3%A4umen","Verb","","","0"
"Tschüss","https://www.dwds.de/wb/Tsch%C3%BCss","Interjektion","","","0"
"tschüss","https://www.dwds.de/wb/tsch%C3%BCss","Interjektion","","","0"
"typisch","https://www.dwds.de/wb/typisch","Adjektiv","","","0"
"Tür","https://www.dwds.de/wb/T%C3%BCr","Substantiv","fem.","die","0"
"umsteigen","https://www.dwds.de/wb/umsteigen","Verb","","","0"
"Umzug","https://www.dwds.de/wb/Umzug","Substantiv","mask.","der","0"
"unbedingt","https://www.dwds.de/wb/unbedingt","Adjektiv","","","0"
"Unfall","https://www.dwds.de/wb/Unfall","Substantiv","mask.","der","0"
"Universität","https://www.dwds.de/wb/Universit%C3%A4t","Substantiv","fem.","die","0"
"unterhalten","https://www.dwds.de/wb/unterhalten#1","Verb","","","0"
"unterhalten","https://www.dwds.de/wb/unterhalten#2","Verb","","","0"
"Unterkunft","https://www.dwds.de/wb/Unterkunft","Substantiv","fem.","die","0"
"unternehmen","https://www.dwds.de/wb/unternehmen","Verb","","","0"
"Unterschied","https://www.dwds.de/wb/Unterschied","Substantiv","mask.","der","0"
"untersuchen","https://www.dwds.de/wb/untersuchen","Verb","","","0"
"unterwegs","https://www.dwds.de/wb/unterwegs","Adverb","","","0"
"verabreden","https://www.dwds.de/wb/verabreden","Verb","","","0"
"Veranstaltung","https://www.dwds.de/wb/Veranstaltung","Substantiv","fem.","die","0"
"verbieten","https://www.dwds.de/wb/verbieten","Verb","","","0"
"vereinbaren","https://www.dwds.de/wb/vereinbaren","Verb","","","0"
"vergessen","https://www.dwds.de/wb/vergessen","Verb","","","0"
"vergleichen","https://www.dwds.de/wb/vergleichen","Verb","","","0"
"Verkehr","https://www.dwds.de/wb/Verkehr","Substantiv","mask.","der","0"
"Verkehrsmittel","https://www.dwds.de/wb/Verkehrsmittel","Substantiv","neutr.","das","0"
"verletzen","https://www.dwds.de/wb/verletzen","Verb","","","0"
"verlieben","https://www.dwds.de/wb/verlieben","Verb","","","0"
"verlieren","https://www.dwds.de/wb/verlieren","Verb","","","0"
"Vermieterin","https://www.dwds.de/wb/Vermieterin","Substantiv","fem.","die","0"
"verpassen","https://www.dwds.de/wb/verpassen","Verb","","","0"
"verreisen","https://www.dwds.de/wb/verreisen","Verb","","","0"
"verschieben","https://www.dwds.de/wb/verschieben","Verb","","","0"
"verschieden","https://www.dwds.de/wb/verschieden","Adjektiv","","","0"
"Verspätung","https://www.dwds.de/wb/Versp%C3%A4tung","Substantiv","fem.","die","0"
"versuchen","https://www.dwds.de/wb/versuchen","Verb","","","0"
"Vertrag","https://www.dwds.de/wb/Vertrag","Substantiv","mask.","der","0"
"Vogel","https://www.dwds.de/wb/Vogel","Substantiv","mask.","der","0"
"voll","https://www.dwds.de/wb/voll","Adjektiv","","","0"
"Volleyball","https://www.dwds.de/wb/Volleyball","Substantiv","mask., neutr.","der, das","0"
"vorbei","https://www.dwds.de/wb/vorbei","Adverb","","","0"
"vorbereiten","https://www.dwds.de/wb/vorbereiten","Verb","","","0"
"vorgestern","https://www.dwds.de/wb/vorgestern","Adverb","","","0"
"vorher","https://www.dwds.de/wb/vorher","Adverb","","","0"
"vorn","https://www.dwds.de/wb/vorn","Adverb","","","0"
"vorne","https://www.dwds.de/wb/vorne","Adverb","","","0"
"Vorschlag","https://www.dwds.de/wb/Vorschlag","Substantiv","mask.","der","0"
"vorwärts","https://www.dwds.de/wb/vorw%C3%A4rts","Adverb","","","0"
"wach","https://www.dwds.de/wb/wach","Adjektiv","","","0"
"wahr","https://www.dwds.de/wb/wahr","Adjektiv","","","0"
"wahrscheinlich","https://www.dwds.de/wb/wahrscheinlich","Adjektiv","","","0"
"Wald","https://www.dwds.de/wb/Wald","Substantiv","mask.","der","0"
"warm","https://www.dwds.de/wb/warm","Adjektiv","","","0"
"Web-Seite","https://www.dwds.de/wb/Web-Seite","Substantiv","fem.","die","0"
"Webseite","https://www.dwds.de/wb/Webseite","Substantiv","fem.","die","0"
"wechseln","https://www.dwds.de/wb/wechseln","Verb","","","0"
"wecken","https://www.dwds.de/wb/wecken","Verb","","","0"
"Weg","https://www.dwds.de/wb/Weg","Substantiv","mask.","der","0"
"weg","https://www.dwds.de/wb/weg","Adverb","","","0"
"wegen","https://www.dwds.de/wb/wegen","Präposition","","","0"
"weich","https://www.dwds.de/wb/weich","Adjektiv","","","0"
"weil","https://www.dwds.de/wb/weil","Konjunktion","","","0"
"weinen","https://www.dwds.de/wb/weinen","Verb","","","0"
"wenigstens","https://www.dwds.de/wb/wenigstens","Adverb","","","0"
"wenn","https://www.dwds.de/wb/wenn","Konjunktion","","","0"
"Werkstatt","https://www.dwds.de/wb/Werkstatt","Substantiv","fem.","die","0"
"Wettbewerb","https://www.dwds.de/wb/Wettbewerb","Substantiv","mask.","der","0"
"windig","https://www.dwds.de/wb/windig","Adjektiv","","","0"
"wirklich","https://www.dwds.de/wb/wirklich","Adjektiv","","","0"
"Witz","https://www.dwds.de/wb/Witz","Substantiv","mask.","der","0"
"witzig","https://www.dwds.de/wb/witzig","Adjektiv","","","0"
"Wohnzimmer","https://www.dwds.de/wb/Wohnzimmer","Substantiv","neutr.","das","0"
"Wolke","https://www.dwds.de/wb/Wolke","Substantiv","fem.","die","0"
"Workshop","https://www.dwds.de/wb/Workshop","Substantiv","mask.","der","0"
"Wunsch","https://www.dwds.de/wb/Wunsch","Substantiv","mask.","der","0"
"wurscht","https://www.dwds.de/wb/wurscht","Adjektiv","","","0"
"Wurst","https://www.dwds.de/wb/Wurst","Substantiv","fem.","die","0"
"wurst","https://www.dwds.de/wb/wurst","Adjektiv","","","0"
"wählen","https://www.dwds.de/wb/w%C3%A4hlen","Verb","","","0"
"Wäsche","https://www.dwds.de/wb/W%C3%A4sche","Substantiv","fem.","die","0"
"wünschen","https://www.dwds.de/wb/w%C3%BCnschen","Verb","","","0"
"Zahl","https://www.dwds.de/wb/Zahl","Substantiv","fem.","die","0"
"Zahn","https://www.dwds.de/wb/Zahn","Substantiv","mask.","der","0"
"zeichnen","https://www.dwds.de/wb/zeichnen","Verb","","","0"
"zeigen","https://www.dwds.de/wb/zeigen","Verb","","","0"
"Zeitschrift","https://www.dwds.de/wb/Zeitschrift","Substantiv","fem.","die","0"
"Zelt","https://www.dwds.de/wb/Zelt","Substantiv","neutr.","das","0"
"Zentrum","https://www.dwds.de/wb/Zentrum","Substantiv","neutr.","das","0"
"Zettel","https://www.dwds.de/wb/Zettel#1","Substantiv","mask.","der","0"
"Zeugnis","https://www.dwds.de/wb/Zeugnis","Substantiv","neutr.","das","0"
"ziehen","https://www.dwds.de/wb/ziehen","Verb","","","0"
"Ziel","https://www.dwds.de/wb/Ziel","Substantiv","neutr.","das","0"
"Zirkus","https://www.dwds.de/wb/Zirkus","Substantiv","mask.","der","0"
"Zitrone","https://www.dwds.de/wb/Zitrone","Substantiv","fem.","die","0"
"Zoo","https://www.dwds.de/wb/Zoo","Substantiv","mask.","der","0"
"Zucker","https://www.dwds.de/wb/Zucker","Substantiv","mask.","der","0"
"zuerst","https://www.dwds.de/wb/zuerst","Adverb","","","0"
"zuhören","https://www.dwds.de/wb/zuh%C3%B6ren","Verb","","","0"
"zuletzt","https://www.dwds.de/wb/zuletzt","Adverb","","","0"
"zum Beispiel","https://www.dwds.de/wb/zum%20Beispiel","Mehrwortausdruck","","","0"
"zumachen","https://www.dwds.de/wb/zumachen","Verb","","","0"
"zurück-","https://www.dwds.de/wb/zur%C3%BCck-","Affix","","","0"
"zurückfahren","https://www.dwds.de/wb/zur%C3%BCckfahren","Verb","","","0"
"zurückgeben","https://www.dwds.de/wb/zur%C3%BCckgeben","Verb","","","0"
"zurückgehen","https://www.dwds.de/wb/zur%C3%BCckgehen","Verb","","","0"
"zurückkommen","https://www.dwds.de/wb/zur%C3%BCckkommen","Verb","","","0"
"zurücklaufen","https://www.dwds.de/wb/zur%C3%BCcklaufen","Verb","","","0"
"ändern","https://www.dwds.de/wb/%C3%A4ndern","Verb","","","0"
"ärgern","https://www.dwds.de/wb/%C3%A4rgern","Verb","","","0"
"üben","https://www.dwds.de/wb/%C3%BCben","Verb","","","0"
"überall","https://www.dwds.de/wb/%C3%BCberall","Adverb","","","0"
"übermorgen","https://www.dwds.de/wb/%C3%BCbermorgen","Adverb","","","0"
"übersetzen","https://www.dwds.de/wb/%C3%BCbersetzen","Verb","","","0"
"Übersetzung","https://www.dwds.de/wb/%C3%9Cbersetzung","Substantiv","fem.","die","0"
