"Lemma","URL","Wortart","Genus","Artikel","nur_im_Plural"
"Viertel","https://www.dwds.de/wb/Viertel#1","Substantiv","neutr., mask.","das","0"
"vierzehn","https://www.dwds.de/wb/vierzehn","Kardinalzahl","","","0"
"vierzig","https://www.dwds.de/wb/vierzig","Kardinalzahl","","","0"
"von","https://www.dwds.de/wb/von#1","Präposition","","","0"
"vor","https://www.dwds.de/wb/vor#1","Präposition","","","0"
"Vormittag","https://www.dwds.de/wb/Vormittag","Substantiv","mask.","der","0"
"Vorname","https://www.dwds.de/wb/Vorname","Substantiv","mask.","der","0"
"Vorsicht","https://www.dwds.de/wb/Vorsicht","Substantiv","fem.","die","0"
"vorstellen","https://www.dwds.de/wb/vorstellen","Verb","","","0"
"Vorwahl","https://www.dwds.de/wb/Vorwahl","Substantiv","fem.","die","0"
"Wagen","https://www.dwds.de/wb/Wagen","Substantiv","mask.","der","0"
"wandern","https://www.dwds.de/wb/wandern","Verb","","","0"
"wann","https://www.dwds.de/wb/wann","Adverb","","","0"
"warten","https://www.dwds.de/wb/warten#1","Verb","","","0"
"warum","https://www.dwds.de/wb/warum","Adverb","","","0"
"was","https://www.dwds.de/wb/was#1","Pronomen","","","0"
"waschen","https://www.dwds.de/wb/waschen","Verb","","","0"
"Wasser","https://www.dwds.de/wb/Wasser","Substantiv","neutr.","das","0"
"weg sein","https://www.dwds.de/wb/weg%20sein","Verb","","","0"
"weh tun","https://www.dwds.de/wb/weh%20tun","Verb","","","0"
"wehtun","https://www.dwds.de/wb/wehtun","Verb","","","0"
"weiblich","https://www.dwds.de/wb/weiblich","Adjektiv","","","0"
"Wein","https://www.dwds.de/wb/Wein","Substantiv","mask.","der","0"
"weit","https://www.dwds.de/wb/weit","Adjektiv","","","0"
"weiter","https://www.dwds.de/wb/weiter","Adjektiv","","","0"
"weiß","https://www.dwds.de/wb/wei%C3%9F","Adjektiv","","","0"
"welche","https://www.dwds.de/wb/welche#1","Interrogativpronomen","fem.","","0"
"welcher","https://www.dwds.de/wb/welcher#1","Interrogativpronomen","mask.","","0"
"welches","https://www.dwds.de/wb/welches#1","Interrogativpronomen","neutr.","","0"
"Welt","https://www.dwds.de/wb/Welt","Substantiv","fem.","die","0"
"wenig","https://www.dwds.de/wb/wenig","Adjektiv","","","0"
"wer","https://www.dwds.de/wb/wer","Pronomen","","","0"
"werden","https://www.dwds.de/wb/werden","Verb","","","0"
"Westen","https://www.dwds.de/wb/Westen","Substantiv","mask.","der","0"
"Wetter","https://www.dwds.de/wb/Wetter","Substantiv","neutr.","das","0"
"wichtig","https://www.dwds.de/wb/wichtig","Adjektiv","","","0"
"wie","https://www.dwds.de/wb/wie","Adverb","","","0"
"wie viel","https://www.dwds.de/wb/wie%20viel","Adverb","","","0"
"wieder","https://www.dwds.de/wb/wieder","Adverb","","","0"
"wieder holen","https://www.dwds.de/wb/wieder%20holen","Verb","","","0"
"wiederholen","https://www.dwds.de/wb/wiederholen#1","Verb","","","0"
"Wiederhören","https://www.dwds.de/wb/Wiederh%C3%B6ren","Substantiv","neutr.","das","0"
"Wiedersehen","https://www.dwds.de/wb/Wiedersehen","Substantiv","neutr.","das","0"
"willkommen","https://www.dwds.de/wb/willkommen","Adjektiv","","","0"
"Wind","https://www.dwds.de/wb/Wind","Substantiv","mask.","der","0"
"Winter","https://www.dwds.de/wb/Winter","Substantiv","mask.","der","0"
"wir","https://www.dwds.de/wb/wir","Personalpronomen","","","0"
"wissen","https://www.dwds.de/wb/wissen","Verb","","","0"
"wo","https://www.dwds.de/wb/wo","Adverb","","","0"
"Woche","https://www.dwds.de/wb/Woche","Substantiv","fem.","die","0"
"Wochenende","https://www.dwds.de/wb/Wochenende","Substantiv","neutr.","das","0"
"Wochentag","https://www.dwds.de/wb/Wochentag","Substantiv","mask.","der","0"
"woher","https://www.dwds.de/wb/woher","Pronominaladverb","","","0"
"wohin","https://www.dwds.de/wb/wohin","Pronominaladverb","","","0"
"wohnen","https://www.dwds.de/wb/wohnen","Verb","","","0"
"Wohnung","https://www.dwds.de/wb/Wohnung","Substantiv","fem.","die","0"
"wollen","https://www.dwds.de/wb/wollen#2","Verb","","","0"
"wunderbar","https://www.dwds.de/wb/wunderbar","Adjektiv","","","0"
"zahlen","https://www.dwds.de/wb/zahlen","Verb","","","0"
"zehn","https://www.dwds.de/wb/zehn","Kardinalzahl","","","0"
"Zeit","https://www.dwds.de/wb/Zeit","Substantiv","fem.","die","0"
"Zeitung","https://www.dwds.de/wb/Zeitung","Substantiv","fem.","die","0"
"Zentimeter","https://www.dwds.de/wb/Zentimeter","Substantiv","mask., neutr.","der","0"
"Zigarette","https://www.dwds.de/wb/Zigarette","Substantiv","fem.","die","0"
"Zimmer","https://www.dwds.de/wb/Zimmer","Substantiv","neutr.","das","0"
"zirka","https://www.dwds.de/wb/zirka","Adverb","","","0"
"Zoll","https://www.dwds.de/wb/Zoll#2","Substantiv","mask.","der","0"
"zu","https://www.dwds.de/wb/zu#1","Präposition","","","0"
"zu","https://www.dwds.de/wb/zu#2","Partikel","","","0"
"zu sein","https://www.dwds.de/wb/zu%20sein","Verb","","","0"
"zufrieden","https://www.dwds.de/wb/zufrieden","Adjektiv","","","0"
"Zug","https://www.dwds.de/wb/Zug","Substantiv","mask.","der","0"
"zurzeit","https://www.dwds.de/wb/zurzeit","Adverb","","","0"
"zurück","https://www.dwds.de/wb/zur%C3%BCck","Adverb","","","0"
"zusammen","https://www.dwds.de/wb/zusammen","Adverb","","","0"
"zwanzig","https://www.dwds.de/wb/zwanzig","Kardinalzahl","","","0"
"zwei","https://www.dwds.de/wb/zwei","Kardinalzahl","","","0"
"zweihundert","https://www.dwds.de/wb/zweihundert","Kardinalzahl","","","0"
"zweite","https://www.dwds.de/wb/zweite","Ordinalzahl","","","0"
"zwischen","https://www.dwds.de/wb/zwischen","Präposition","","","0"
"zwölf","https://www.dwds.de/wb/zw%C3%B6lf","Kardinalzahl","","","0"
"öffnen","https://www.dwds.de/wb/%C3%B6ffnen","Verb","","","0"
"Öl","https://www.dwds.de/wb/%C3%96l","Substantiv","neutr.","das","0"
"über","https://www.dwds.de/wb/%C3%BCber#1","Präposition","","","0"
"übernachten","https://www.dwds.de/wb/%C3%BCbernachten","Verb","","","0"
"überweisen","https://www.dwds.de/wb/%C3%BCberweisen","Verb","","","0"
"’s","https://www.dwds.de/wb/%E2%80%99s","Personalpronomen","neutr.","","0"
